,art,entertainment,fashion,food,gaming,health and lifestyle,mom and children,sports,tech,travel
açık olsun,-0.08632077985100642,-0.16513128379903158,-0.09840541869168247,-0.07136685019544761,-0.04850502061788554,0.1525820008939395,0.02729925195974281,0.40679766841870174,-0.06117461736444353,-0.055774950752886784
açıkhava,0.287699027346938,0.32072590065369894,0.09649689515783465,-0.11950519238341652,-0.048489047143548125,-0.17501525791622144,-0.0004208092614461611,-0.118658024609356,-0.07845876867180515,-0.16437472317267798
açıkladı,-0.04406219465257227,0.17658410480450426,-0.06301368852991396,-0.07104495917547758,-0.031118806424002242,0.04983883725802211,-0.07828549537146391,0.058191954923165964,0.051242035916455916,-0.04833178874871779
açıklama,-0.19355265651256942,0.2710029500386858,-0.04441073545984363,-0.021489845412214388,0.054964362195872744,-0.1663295823513664,0.32748377313776067,-0.027363004765826524,-0.1405283394105425,-0.0597769214599581
açıklanacaktır,-0.08252455272951359,0.1532825263367373,-0.05665603478660204,0.005277621199098754,0.3368259488808524,-0.11073058697329072,-0.11807407367213373,0.16741584779566157,-0.1393692010103494,-0.15544749504046051
açıklandı,-0.06284408167318281,-0.05462407255319962,-0.06569046190875173,-0.032126936393523424,-0.035261022254079365,-0.11588875928928297,0.19769071084994785,0.17335854611956864,0.048999980430546694,-0.053613903328042944
açılan,0.052864261769934584,-0.010982922675639882,-0.04857887119021501,-0.07681855260548974,-0.04965258170195675,-0.029021704665494388,-0.015143359542584467,-0.0995102337633398,0.09452139739097014,0.18232256698381502
açıldı,0.10221358000810668,0.16460553494317787,0.11380341040270152,0.10792247801576656,-0.05297212386524174,0.058959385199173826,-0.059506389382234307,-0.032478202684033536,-0.2108023002437121,-0.1917453723937046
açılıyor,0.14723250447836103,0.13473869555123694,0.05532179570127816,-0.05801634538626237,-0.025534084481535387,-0.10658521926677601,-0.03648248285595182,-0.04143688323147161,-0.04973587629290235,-0.019502104215976142
açılış,0.12166033973598309,-0.10719449908001306,0.05833228129951579,0.06139455894273821,-0.07212723450983635,0.13618750600935228,0.08886846759245194,-0.10024216905172038,-0.17392981933996277,-0.012949431598508634
açılışı,-0.026074076402660407,-0.13840475707031288,0.08826443852117101,-0.05871175534241688,-0.02797293460600559,0.014253079452638807,0.2704526464859493,-0.0729219088470696,0.07012017546710635,-0.11900490765840004
açılışına,-0.054409234399743704,-0.20509121385051102,0.0016487361160390326,0.06499959009606089,-0.021232146788382616,-0.04059877971092214,0.4167028254863535,-0.02624694252790376,-0.10506575434422276,-0.03070708007676751
açılışını,-0.08505670884609058,0.13939951022951907,-0.03445874897352728,-0.0374509670442739,-0.019348323264305526,0.07758971858943356,-0.11924153654675756,-0.11914691667976256,0.06930042651141058,0.12841354602435348
açın,-0.11575950012805322,-0.05605772391511715,-0.013703037788830733,-0.012379134780563279,-0.027570906487623517,0.027846418852997032,0.07595457730566658,-0.024500507239093083,0.08066594909512931,0.06550386508548835
açıp,-0.015805847794250902,-0.07297513730136501,0.15391348976056654,-0.0009082787913123716,-0.015198489930524308,0.06604710362679318,-0.01609880439622245,-0.04312716487763443,-0.006366694053154235,-0.04948017624289513
açısı,-0.009818790163419681,0.02781402443212634,-0.00011278799612574794,-0.04805362989902457,-0.01904463666904891,-0.007369983988336784,0.04842042147719641,-0.03699821555951936,-0.0004058214487425041,0.045569419814894714
açısından,-0.1416929405193524,0.029902861356120525,-0.15339332250032242,0.1092420814218971,-0.04432061519472733,0.13384042663572637,-0.0894737661280449,0.025079210181898855,0.13170684410844147,-0.000890779361636745
açıyor,0.1272353766842549,-0.006764081499393154,-0.005996101202350954,-0.012038329388526727,-0.02418845520810113,0.017966863284657783,-0.04918080079850099,-0.02644311743943683,-0.023995979775223684,0.0034046253426210237
açıyoruz,-0.036757823526461446,0.038878174927950496,-0.05548173945947488,0.16790956661000306,-0.021433236768962045,0.039566570702176694,-0.05666385931598561,0.00738713718283454,-0.06746559576581532,-0.015939194586265384
ağacı,-0.10310034845361378,-0.09514860797736695,0.1860882131299474,0.030545062016930344,-0.020841923076081535,0.20123742700458136,-0.08858703841384595,-0.0719387135700489,-0.08776795846254953,0.04951388780204751
ağaç,-0.057479228508407476,-0.09796886523720794,-0.07123827284960353,-0.028113643447184027,-0.027040908693723505,0.007198600937761407,0.10614283594814697,-0.03374645564734596,-0.02843838071155892,0.2306843182091233
ağaçlandırma,0.048384402258226,-0.03482290441399025,-0.07342884351391007,-0.005766757802830513,-0.029518871099828245,0.052685412259487197,0.04740718253494797,0.1915184786215688,-0.12645862175291211,-0.06999947709075845
ağrı,-0.14538588408454883,0.005221521848009408,-0.1428442139211306,-0.008042435427669149,-0.025673821594128017,0.3913725995021584,0.21713746903157077,-0.06919645321860171,-0.13070238598485853,-0.09188639615080114
ağrıları,-0.029311634485384246,-0.03732079492053728,0.00022128566709223407,-0.039735403747960966,-0.008208148150619111,0.17385675344640591,-0.042586139763669685,0.06508685820760592,-0.046836807459069915,-0.03516596879386244
ağrısı,-0.08134532985873714,-0.09292614458145347,-0.04884007611529876,-0.0281999834380131,-0.017865801713403406,0.3102442296928876,-0.0554608104773312,0.14456718127664575,-0.0874464718019438,-0.042726792983352024
ağustos,-0.3868307501721497,0.09512411323291085,-0.3148106063482767,0.09366413635806738,0.23533216460076042,-0.13829846250937847,0.0161564311164453,0.1727266780862757,0.3288094834858085,-0.1018731878504638
ağustos zafer,-0.1523453940793143,-0.05151235858000272,-0.17754228513966372,0.03483109704723299,-0.038584177210886784,0.13554635142893212,0.10618517332529886,0.00025592972855989433,0.12256549089867559,0.020600172581167753
ağustos zaferbayramı,-0.08658185263436463,0.005064312758812775,-0.014129457190434269,0.027600804599347033,-0.021947096725146074,0.026633153966211107,-0.07085177460622998,-0.05525475221050527,0.1923517770649916,-0.0028851150226817763
ağustosta,0.06726882915917534,0.0526688724072468,-0.05139851915445039,0.010188815342306116,-0.021852475273531038,-0.06770044146754213,-0.057572881899620454,0.0237630462336303,0.04099427740674883,0.003640477246036892
ağustoszaferbayramı,-0.1947630007417613,0.19048947016862697,-0.06431161390549701,-0.06791923601074032,-0.05647289643441237,0.20795080784272726,-0.08163410552703951,-0.1136583891565942,-0.05779566860348447,0.23811463236817496
ağır,-0.11358269878916946,0.19183766627630103,-0.048327490746965,-0.01846473648246297,-0.051814674943646215,-0.034589611143529216,-0.05032227213557019,0.13272226174299506,-0.07964855991943076,0.07219011614147723
ağırladık,-0.09409050128885373,-0.043406871510518724,-0.08150322423512144,0.05345910693161032,-0.031785329295790275,0.06430049625264055,0.3016418216621783,-0.13619877629522137,-0.01679642649800837,-0.015620295722915954
ağırlamaktan,-0.026933958368109925,-0.11221308093155316,-0.14071300015341617,0.5826880946365496,-0.027515988287687778,-0.18556073687646818,0.08191190383249969,-0.13286607356278543,-0.01902968986639821,-0.019767470422629396
ağırlamaktan mutluluk,0.036080059583415876,-0.02114732885949091,-0.06886834450974329,0.12254074968951471,-0.010873660973345021,-0.03563179371817057,0.08518295938694193,-0.054814517526372515,0.002234174276428092,-0.05470229734917816
ağırlık,-0.08059763991945734,0.008578930217866048,-0.11639254399874131,-0.07015204685255351,-0.019681376643409486,0.004343916984444063,0.18927261163258646,0.10721633547776532,0.01939324542726349,-0.041981432325763984
ağırlığı,-0.0037023785506742567,-0.021371803020281886,0.15750600379221905,-0.03739658561426693,-0.0132700487952254,0.03599925208825029,-0.04436723645815758,-0.06947652048972057,0.048466141515896656,-0.05238682446803958
ağız,-0.11168027019963847,-0.07303244616549642,-0.14104841339999744,-0.035459817125973646,-0.037057694075747646,0.648434998483105,0.09577193417969126,-0.10448189833513391,-0.09538009305108942,-0.14606630030971907
ağız diş,-0.05816595216040008,0.0002767933401610646,-0.038154252689609675,-0.0649698334855336,-0.01459368094294633,0.18881759818191443,0.07924432165374506,-0.05451653215321661,0.023214221166214067,-0.061152682910328125
ağızvedişsağlığı,-0.06470887642691883,-0.07012510250451423,-0.10231238692457607,-0.1073372826466435,-0.021105597800565676,0.6355404397002493,-0.052444979321476466,-0.03898938584396718,-0.11567739273110504,-0.06283943550048104
aş,0.385306876854495,0.0847922097570689,-0.15451765625919017,0.08315683812097019,-0.050058331373710484,-0.23360300858365146,-0.24880522970905175,0.04655809874056041,0.22610691146479242,-0.13893670901228183
aşamada,0.08194141131772262,-0.04224582515282684,-0.02338542990396259,0.00919519128283349,-0.006327990546447414,0.016315596324855495,-0.028212521391505038,-0.02141901634808531,0.04339159477855218,-0.029253010361136658
aşamasında,0.0007586762364489119,0.04105059834667291,-0.0415100626338403,0.03535202357829061,-0.01178749885315246,-0.023338698491775285,0.033170445891832726,-0.03998371890458576,0.05912107953953812,-0.05283284470942965
aşağı,-0.06984408116307851,-0.07327353932708221,-0.03789544075412132,-0.024420884617234004,-0.021508051764083626,0.08371828190068827,0.02787165324551573,0.02548542271177475,0.0004628950080417943,0.08940374475957932
aşağıda,-0.008441440350577353,-0.05131273449365053,-0.08228024103996015,0.015128956257432512,-0.028403062990969678,0.09387173428729977,-0.07933405778443606,0.09953284293332117,-0.023080381732582714,0.06431838491412298
aşağıdaki,0.0340449164719104,-0.15490251221395374,-0.20603264041596367,-0.12454967342434226,-0.046501049675574065,-0.03262354667085582,-0.030726546848507022,0.6597566675857972,0.12320473080414196,-0.221670345612654
aşk,0.08628738953473526,0.11902015257943047,0.4647927339842798,-0.24536413327721415,0.19716141547597382,-0.03741343244236678,-0.11483537864748194,-0.2847476687408922,0.1180777643819746,-0.3029788428484413
aşkı,0.2585252777398291,0.12870535365781102,-0.03163248530297209,-0.05510823222300573,-0.03626324931246294,-0.062392016138879985,-0.08141303475616969,-0.09612212890243918,-0.03495387163710816,0.010654386875397784
aşkın,0.16576592364860926,-0.037525054452099846,0.018128129645663172,0.014637349889735987,-0.03952949704371542,-0.004208976182419978,0.0722382030094312,-0.09347194734322513,-0.008287270765656305,-0.08774686040632246
aşure,-0.07704022006603314,0.10213820072552866,-0.06060339997774986,0.17544212922170538,-0.019252894260649772,0.05650194443379718,-0.00845107569389781,-0.04911180613649626,-0.05213074800292124,-0.0674921302432832
aşı,-0.053817445983592546,-0.09330825860064731,-0.04718026309759039,-0.07802234946132969,-0.01876522348204549,0.35817317190738424,-0.027933569966924837,-0.13826893648214236,0.1696176275805795,-0.07049475241369003
aşık,0.06724482309602384,-0.07133221682974675,0.16276021735329377,0.09355376273167783,-0.06386226040097832,-0.09699637532795694,0.15121936254453208,0.006191187588523968,-0.1463330961893813,-0.1024454045659883
aşırı,0.19840360958800274,0.2534484088591267,-0.10816999599788171,-0.17075057956701686,-0.08144351995796341,0.22593504271525566,-0.12845286844701545,-0.03061343911801977,-0.014619179706140824,-0.14373747836834638
baba,-0.12662804750201279,0.12331529035784405,-0.5189163266406234,-0.286695867365279,0.43755029763973874,-0.035393601000570825,0.5036085169960929,0.3341308861105149,-0.20403291401410592,-0.22693823458160167
babalar,-0.12738271822385044,-0.2507734815100995,-0.19544392091092658,-0.10937565464401583,0.24186241275641399,0.22141511670769373,0.48197107485524016,-0.1307613183087016,-0.07562350724042528,-0.055888003481328594
babalar günü,-0.12070067304388164,-0.02872262556963026,-0.014715488942786764,-0.02263649990631672,0.045677666393169065,0.16605577450631384,0.0611488504218364,-0.15844193661988526,-0.010728001572912737,0.0830629343340938
babalargünü,-0.16864177351588433,-0.03967115121572254,-0.022185054196213732,-0.016128117965586823,-0.05255978234365039,0.10048831203802343,0.10098633272046567,-0.05183396223398417,0.10899463311843872,0.04055056359411439
babalarımızın,-0.1250483910417667,-0.16297719526528495,-0.03561751563579766,0.004689381748295271,0.061165367421952534,0.01602047725080956,0.15549225660511934,-0.11683933907854202,0.08704141030143947,0.11607354769377592
babalarımızın babalar,-0.09383975626665211,-0.12677917914373538,-0.03019367878467349,0.06188513822909796,0.07837890266395856,0.02500099436545981,0.039840260863853616,-0.08095646945600653,-0.030922577866605426,0.157586365395303
babaların,-0.10760910910172856,0.1388660239232825,-0.007013866458107065,-0.06099799723572066,-0.0327346995111159,0.13619272061951165,-0.014022421374599988,-0.042503604546915104,0.06269472868087117,-0.07287177499547774
babam,-0.2718176575857395,0.2594590229682901,-0.19326362380787537,-0.02057721352448259,0.3738565276939104,-0.05329579893993618,0.21594846726217487,-0.06153442187020105,-0.11832608248060716,-0.13044921971553414
babasahne,0.0008589745401770267,0.3579747894388874,-0.04540308832154103,-0.03763738045503324,-0.017082368453844577,-0.06347570307131492,-0.04848352500725944,-0.06666639150021952,-0.038392004408270466,-0.04169330276158068
babası,-0.08878315096987355,0.09984798726438586,-0.15290262583632686,-0.12694666081432662,0.34615718230867126,-0.08383559054717203,0.03416383296446535,0.06088034391695014,0.023329293119557906,-0.11191061140633142
babies,-0.11790992944938877,0.20163709968809598,-0.08153601459770837,-0.07377326659781941,-0.012571471271920745,0.01925320954286737,0.04313861666474292,0.10429285276648177,-0.034426276827883226,-0.048104819917466825
baby,-0.4508735119090082,-0.21418169048264807,0.08727408939340676,-0.32209404590062407,-0.1109437172470229,-0.16064584090481449,1.9457372517309905,0.002881861735824908,-0.42370406178592873,-0.3534503346301737
babyshower,-0.10085007848260784,-0.0511495490209377,0.18046978226535473,0.13306131912772254,-0.02046567922416955,-0.0855271991166629,0.19086034082566744,-0.04479774977294948,-0.103011921252659,-0.0985892653487571
back,-0.004108822497201603,-0.2012858637623669,-0.01980422867656883,0.06726211979655328,-0.05247032726001996,-0.0014590426987096563,-0.05820286128590012,0.4495560573210435,-0.14924697337090292,-0.0302400575659272
back to,-0.0005568817663083172,-0.09083638544555496,0.1310591636747397,-0.030070678220732366,-0.020626593461573493,0.0037908037645911614,0.044977938100252114,-0.040195397628639225,0.015556676809258532,-0.013098645826033425
backstage,-0.02585930782459553,0.17867304395653882,0.07179382928467047,-0.11091619679626967,-0.043482366911940816,-0.1533191025311139,-0.10663393849137491,-0.0495491636490557,0.13824057536044668,0.10105262760269534
backtoschool,-0.11673463864058184,-0.1115384943544122,0.6578188188104295,-0.06498952812860868,-0.032945338753617305,-0.1807424934183908,0.03881188684211054,-0.039200617880710824,-0.0890231525677884,-0.06145644190842977
badem,-0.13647601905704476,-0.17424847293200377,-0.007028602726104899,0.14175247774801586,-0.041423301741320674,-0.03006320078983103,-0.0952007143761114,0.6197079942584508,-0.17079492982002634,-0.10622523056402351
bag,-0.10765428151420328,-0.05973595104065254,0.4461254963668667,-0.04931603723262074,-0.010419266475590425,-0.09198845160691174,0.10642494521954293,-0.03534169678444919,-0.09264353409207621,-0.10545122283990523
baget,-0.04181487107194476,-0.05081419781046979,0.24803932168008702,0.04026871212807652,-0.011286428397966576,-0.04777002067804445,-0.025436685810211287,-0.02201723376029702,-0.05319851722388693,-0.0359700790553432
bahar,0.14905775925643033,-0.29352890020737077,0.0977611347990254,-0.053845143862477275,0.2766334455226893,0.20184697109635588,-0.10670241753711689,-0.19313450071866,-0.12378171186344607,0.045693363514570075
baharat,-0.06298200551405815,-0.027307526003240903,-0.01349695237320398,0.25618340200633843,-0.009942271376960372,-0.04110883613503227,-0.04412092921360148,-0.025087075153656074,-0.04146069171323252,0.009322885476647183
baharatlar,-0.04266041025161522,-0.035507580799411256,0.05853449874300713,0.06708591996711759,-0.005380340110472361,0.06037265193520754,-0.027528115820736738,-0.019767979007769616,-0.026126075964895936,-0.029022568690431363
baharatları,-0.020459058083817747,0.06522429281038267,-0.022859878491592763,0.05478973315844709,-0.008580383179958826,-0.00516883043733201,-0.02276896887514959,-0.013925710985794657,-0.008691836453421196,-0.017559359461763173
baharatlı,-0.058652137011227824,0.002141565227598509,0.1822807977048671,0.00325067879149175,-0.013375228507697678,0.03265774455060691,-0.04071107861026764,-0.026321646989442705,-0.020905161427006706,-0.06036553372892139
bahçe,0.0364110570541298,-0.22191437078807744,-0.01639323329108116,0.17797445070533205,-0.05788329571914393,-0.014205463654728795,0.24964164636767372,-0.1733223379225163,0.22272943771043804,-0.20303789046202597
bahçede,-0.0075429058039313554,-0.07869831422403463,0.03812742869555629,-0.04270666430478213,-0.028773681223157502,-0.10034016715383576,0.32671498970138885,-0.060642435909520474,-0.05073945586827259,0.004601206090589748
bahçelievler,-0.10574364114723908,0.12735191578753102,-0.039312322191069844,0.11246119156657709,-0.01661019813634198,-0.026813872290102906,0.03739955445139663,-0.047518016016735554,0.022401444018897883,-0.06361605604291368
bahçesi,0.16566782158301036,-0.0024733976358201973,-0.09118875488707075,-0.05986735198829625,-0.03749909313484292,-0.0024815793422431442,0.0658227828328,-0.07538560186300218,-0.10071491037984932,0.1381200848153141
bahçesinde,0.018396024099064025,-0.004858016860167769,-0.08223025156393528,-0.0454059605387794,-0.02213834540461837,-0.05247226409924213,0.186711380585581,-0.014860644276249526,-0.06807227636896343,0.0849303544273112
bak,0.2569178365912998,0.5159518440157322,-0.1678405331648649,-0.1830955817761037,-0.10804477374269325,0.3040367839287076,-0.30420265474733477,-0.043306636406695916,-0.06375749030318742,-0.20665879439486023
bakalım,0.42899106244057217,0.15115988378617565,0.10698769359643155,-0.16640621442266726,0.19664389370759974,-0.11978529539569371,0.0017515269985101689,-0.2518533685878189,-0.12830690172929507,-0.21918228039381293
bakan,-0.13174727386478755,0.2645570696590445,-0.10135881789022269,0.01376001221213338,-0.029631800225360303,-0.01679843804247393,-0.016212095496598244,0.02520317384653486,-0.07307245056624322,0.06530062036797321
bakanlığı,-0.08530746556925155,0.029117200347647317,-9.303087469981796e-05,-0.0785905379181892,-0.02852757864593037,0.08875752467014819,-0.04043911076011303,0.16861603978567316,0.015057169112455382,-0.06859021014774035
bakanı,-0.09831235160611007,0.21283731504902523,-0.01886552404784674,-0.00409614126545777,-0.018122731484457064,0.03678924469489178,-0.02750662221699413,-0.08929202370093922,0.04639413488676784,-0.03982530030887977
bakanımız,-0.04719052323709728,0.2347412509141116,-0.08492482763824204,0.024853606380946313,-0.04254854721607257,0.06553015614129923,-0.028142984221331224,0.23735565793490535,-0.17287574140964296,-0.1867980476488755
bakery,-0.04919688887178235,-0.018603964093745744,-0.04860270586812284,0.22933910259026313,-0.006596570140432804,-0.027346347380844613,-0.01673870975705894,-0.020130001481275358,-0.04483169338640507,0.0027077783894040347
baklava,-0.1907565171789441,-0.05872448937899555,-0.23975500357850446,1.2088376497476179,-0.035075529510862166,-0.24409576052503162,-0.11023010403573374,-0.12179557149542843,-0.16144735902444546,-0.04695731501967009
bakmak,0.016142919336579804,0.14398817508570355,0.01139836984679126,0.05156627819047783,-0.03354688792903194,0.016959530953932413,-0.04323761674921966,-0.07505941729205515,0.014039953682051434,-0.1022513051252298
bakteri,-0.04427526854600302,-0.04583484989873903,-0.033023585960282355,-0.036234818659595026,-0.011147813829007858,0.19558803746077644,0.09176946958053188,-0.025961018838910502,-0.05122818255798686,-0.03965196875078389
bakım,-0.13969948943132263,-0.31348865744793064,0.231272457133364,-0.21784599243390912,-0.1050864826081189,0.6095200308469542,0.14715725259822407,-0.299471746415267,0.2379789689488246,-0.15033634119081876
bakımı,-0.12440981649846508,-0.1175443008616209,0.03434233110559626,-0.09424885551115286,-0.027549200598635165,0.37784898512179776,0.009888857622721795,0.00634433289089479,-0.0046233330908836195,-0.060049000180252936
bakımından,0.09033233355652978,-0.0029176867226937265,-0.03285217818534378,0.02286999784811907,-0.01445423298600696,-0.005946159226472408,0.009799280222475032,-0.044781018728071546,-0.05502417394917114,0.032973838170635816
bakın,-0.13564136445455188,-0.035100263748467794,0.0030409928187817474,0.014761424824265387,0.2863414825363917,-0.1847106980901662,0.288047620605636,-0.16167097782056367,0.032909422605438665,-0.10797763927676379
bakıyoruz,-0.010507911145184607,-0.05163983749368462,0.023589384510980548,0.012087177443830434,-0.01574946846704107,0.016041053984002206,0.06725966924969487,0.0188563329296257,-0.023498059081811563,-0.03643834193041204
bakış,0.4284774167510223,-0.16323105473359414,-0.09434217521226115,-0.09124594162464847,-0.06311943838281668,-0.002122129476037739,0.2302285770983203,-0.1552457344105135,0.07002003513388193,-0.15941955514335365
bakış açısı,0.006900526583508223,0.03695267448007404,0.02205203430088935,-0.03551969240918574,-0.013373498157403898,-0.0038222058091653627,0.07502346332066112,-0.04661600145557258,-0.02421850176813256,-0.017378799085672567
bal,-0.0026600927122290897,-0.12840722445435193,-0.18355960479708278,0.4237869771767884,-0.060399193984722425,0.2423286227525504,0.15723139487984725,-0.15692934197824082,-0.19027906367944147,-0.10111247320311932
balance,-0.05243808269009602,-0.013615885443852716,0.1190040050471678,0.012427516762331774,-0.007679067378181359,-0.018276912299168665,0.012045122413791423,0.037088437716173095,-0.03773205902574017,-0.050823075102425175
bale,0.7260042191808621,-0.15625557490301398,-0.08482166147010096,-0.13457278461319105,-0.03232044561757108,-0.07490631387793571,0.13081715667548655,-0.07803837707389652,-0.10214935413196329,-0.19375686416867607
balkan,0.06302715505731928,-0.08866710956277425,-0.06764337971011244,-0.049120348474295625,-0.021927553029635467,-0.11589996059243969,-0.06623993500741367,0.17011210431467547,-0.03311189794837488,0.20947092495305022
balkon,-0.14273810308139093,-0.12794395277413878,0.2917193717895453,-0.0913522003301507,-0.03690320663342009,-0.048898266919732696,-0.044627373483930664,0.3112589704334105,-0.049303186485919956,-0.06121205251427189
balon,-0.08463049426300111,-0.033110881883336454,0.0232182579945593,-0.05845115488262384,-0.01658125492623283,0.037221373510183065,0.17263337623067398,-0.05045668844532294,-0.05825058755763058,0.06840805422273119
balçova,0.19373703531040132,0.5214052227649683,-0.09116841157835134,-0.1498885655027876,-0.01818487977293804,-0.09677688984395809,-0.08591148362817862,-0.04955318303106548,-0.1288416869310028,-0.09481715778708816
balık,-0.15177938110743433,-0.28718579241195347,-0.1633739854575317,1.521741815354562,-0.07052348761753713,-0.10583421140405996,-0.26884354142360484,0.006813364938534082,-0.2751713878433545,-0.20584339302762159
balıkesir,-0.2186072851280377,0.4533991244467505,-0.12305916491593054,0.21931013600664329,-0.05126834604603949,0.1826950271079067,-0.05427369223900241,0.2399651383786829,-0.2803050019999199,-0.3678559356110527
bambaşka,-0.05816128626445046,-0.08887557997724103,-0.10969670653287435,-0.07500881352581758,-0.04479390262094417,0.03515123712110262,0.4075609624870969,-0.1495650548140789,-0.027226650975546794,0.11061579510275339
bana,0.7256215046847201,0.07040406780452657,-0.2078303402458105,-0.49050130339915127,-0.0045997008189739355,-0.23347001322107644,0.016722044738482135,0.8730888554758981,-0.48424569582973687,-0.2651894191888738
band,0.21105247202710997,-0.15782999541199055,0.10766550749557374,-0.025687831826661296,-0.01685582652183171,0.08141433955578113,-0.011846517101722872,-0.045710028515555785,-0.030952805586497933,-0.11124931411420426
bandırma,-0.03817949117729241,-0.06182195662823391,-0.03631861695569444,0.02137882715348613,-0.012678857936862261,-0.053954496175908716,-0.02809656382960139,0.03677216451459624,0.07267161710591599,0.10022737392959447
banka,-0.07379130836710754,0.2608561813173588,-0.08018304698621813,-0.08594393622140804,-0.020695138895125614,-0.06448511467699296,-0.0416741949093404,-0.02434979229857306,0.14133656821695795,-0.01107021717955092
bankası,-0.1578108593470542,0.14592516210236772,-0.13680993300389452,-0.1542361896526336,-0.0453573460393369,0.1965872640459722,0.3633727064852007,-0.14676850894392648,-0.11090061331853886,0.04599831767184369
banyo,0.11679444117037781,-0.2764664181394916,-0.053485448368404284,-0.24038378910103902,-0.06264433674574522,-0.027799707020296736,0.36575050465736064,-0.15731309856981457,0.4831998102432528,-0.1476519581261988
bar,-0.303913290647678,0.39453389063193006,-0.24068880785124636,0.7518669930854565,-0.07355827373453747,-0.0979946483486315,-0.16250802167345882,0.024901229195532365,-0.21721091520412208,-0.07542815545324334
barbekü,-0.06848133923722118,-0.024774457597258354,0.09089586114304642,0.24031458636946162,-0.017104273274618068,-0.03476690907260928,-0.06485760773169473,-0.030589875019214185,-0.07322375371446804,-0.017412231865423906
barbie,-0.3175956486249252,0.24326119608141983,0.2857446803617689,-0.25994198784186906,-0.08713110649157645,-0.08979086477707875,0.5826605938290899,0.12907818195095938,-0.24243914793951515,-0.24384589654827307
bardak,0.020337791650949146,-0.10343461527692864,-0.11864601146272978,0.1851390011912168,-0.02576389985106058,0.10997336681032087,0.016499258469346047,-0.023977567846033162,0.03990096986432148,-0.10002829354940174
bardağı,-0.18778895697767042,0.16874918365379185,-0.2463300766048407,0.6733315733949975,-0.06099630063448819,0.023151326867642062,-0.24046545532362035,-0.01610166831847718,-0.01674508655690798,-0.09680453950042589
bardağı su,-0.014727256528015951,0.017798802249568747,-0.021371185306918873,0.10233758489942309,-0.004722194241446162,-4.4640820790927075e-07,-0.023623474556925445,-0.011723865508464349,-0.020815403532063497,-0.023152561066949427
bardağı süt,-0.025912767662399465,0.05211239947294619,-0.04148980823857489,0.06363383675782397,-0.011060862087653448,-0.02587275984723382,-0.037555269070173446,-0.02044259064759816,0.07838103539045815,-0.031793214067594916
bardağı un,-0.015304576630517116,0.028333020157328453,-0.018826032037026846,0.10792800138264572,-0.005173354735577651,-0.03997413652434078,-0.017597697410930244,-0.009761611615708642,-0.014210742878713267,-0.01541286970715988
bartender,-0.03461511336853088,-0.05647949677415869,-0.05212107571323008,0.28424196004005264,-0.010148214548143858,-0.03605929714008332,-0.01512021316007545,-0.022560562073463658,-0.038614458771528776,-0.0185235284908381
bartın,0.050861169964356974,-0.10738175389169018,-0.04255075449129414,-0.0196516251911414,-0.010637890147008082,0.31506021310178073,-0.0686277290379822,0.054175184076121756,-0.06654262790401491,-0.10470418647912888
barındıran,-0.025569924673140627,0.06069763056681973,0.17984357240966684,-0.03921417623805624,-0.02628200380338738,0.031251347872361994,-0.07004876259524342,-0.04755448582630106,-0.02538593083408335,-0.037737266878636225
barış,0.3231881961065846,0.4407861049167843,-0.04392168885430586,-0.046311811938827926,-0.08618433445069149,-0.02954981622951822,-0.09175701834487056,-0.16269998024125704,-0.2433198920137703,-0.06022975895012887
basamak,-0.011278400850165867,0.1560348977056076,-0.0474361542996851,-0.03996610555858274,-0.012426981734804183,-0.03142115447338892,-0.042145720444772404,-0.033291098613719795,-0.004056307006176088,0.06598702527568744
based,-0.04856992977031105,-0.022910338255844844,0.0007366306183488924,0.034314745661492,-0.004468201818388227,0.057492824212608824,-0.014737534069431839,-0.03762922314129341,0.10715043648303313,-0.07137940992021334
basic,0.027188121708518642,-0.05203442800040718,0.0820222561264378,-0.023758203380621453,-0.011665850964761337,0.0882483688488784,-0.017587284113198123,-0.039578072525539396,0.0028664745890045248,-0.05570138228831203
basit,-0.036889985237081854,-0.06239831218992203,-0.052654613604300474,0.0031261312070617834,-0.06818331794288869,0.03463298479957393,-0.015912395925094747,0.1362511054391176,0.03509417315990412,0.02693423029363043
basketbol,-0.3455401417908417,-0.4115257942973956,-0.2398007627208653,-0.11640544043983352,-0.1184215601538748,-0.3158705425848429,-0.1337018261513238,1.358771976874016,0.1823859320099103,0.14010815925505313
baskı,0.6324113350493803,-0.27222204907651615,-0.36386292934279973,-0.24082250222329085,-0.07497534399936862,-0.15093323076085066,-0.021179240147635742,-0.16584557381997733,0.952779225519372,-0.2953496911983123
bası,-0.016293797314946984,-0.06646011877142449,-0.07970206613374715,0.2712404171039538,-0.007004458625718129,-0.06297480491262084,-0.02921959313391921,-0.02628829814120824,-0.04092157896917791,0.057624298898809045
basın,-0.05379632349926576,0.014712734366935732,-0.1219246130804949,-0.07985264619165322,-0.06360878676271506,0.38976635175883745,0.21082092810434308,-0.0072748603742957205,-0.23952900607875302,-0.04931377824293862
batarya,0.022215368864779123,0.15634344950186166,0.00659785005361626,0.0026455053980018587,-0.02810330897714735,-0.11941092015703614,-0.07094620035416006,-0.060935727444578695,0.17834031095516953,-0.0867463278405065
batman,0.226937674767173,-0.06611021141420426,-0.14903007751220762,0.1442948417714216,-0.049460758108069894,-0.14682066910465202,0.4676297628874998,-0.15088765594760384,-0.22536749946506654,-0.051185407874290455
